East Rochester,,,,,,,,,,
"",13,466,137,226,48,16,12,0,0,27
"",14,443,146,218,34,15,2,4,0,24
"",15,385,124,173,29,15,7,2,0,35
"",16,687,235,320,50,18,5,3,0,56
"",17,484,128,266,36,17,5,1,1,30
"",18,371,126,173,27,6,10,2,0,27
"",19,777,220,393,73,17,11,5,0,58
"",20,703,189,363,67,29,3,3,0,49
"",21,638,174,349,46,14,9,2,0,44
"",22,545,152,250,61,19,8,2,1,52
"",23,436,127,226,38,22,7,1,0,15
"",24,"1,221",440,535,109,30,21,4,0,82
"",25,261,70,140,21,7,5,0,0,18
"",26,565,177,263,44,22,5,1,2,51
"",27,645,211,322,44,14,8,2,0,44
"",28,517,163,245,50,15,6,1,0,37
"",29,349,121,162,22,13,3,4,0,24
"",30,381,167,120,20,10,17,2,0,45
"",31,612,175,302,55,14,9,1,0,56
"",32,691,172,378,76,17,4,3,0,41
"",33,517,174,232,41,19,11,1,0,39
"",34,303,96,148,20,8,4,1,0,26
"",35,368,119,162,45,14,3,1,0,24
"",36,451,143,221,45,14,4,1,1,22
"",37,876,320,392,56,20,19,2,0,67
"",38,557,215,237,31,15,8,6,0,45
"",39,474,171,204,32,15,8,0,0,44
"",40,"1,122",425,497,69,19,13,5,0,94
"",41,693,196,346,62,18,12,3,0,56
"",42,556,170,247,52,20,7,2,0,58
"",43,443,144,227,35,6,5,1,0,25
Webster,,"24,341","7,791","11,622","1,966",695,365,104,6,"1,792"
GRAND TOTAL:,,"76,868","27,157","34,386","5,610","2,309","1,401",311,22,"5,672"
