Leg. Dist. 07,,,,,,,,,,,,,
"",14,132,94,13,4,4,10,1,1,1,0,0,4
"",15,389,300,18,3,2,7,4,4,0,1,1,49
"",16,145,121,6,1,0,3,1,1,0,1,0,11
"",17,234,162,24,9,3,10,6,2,1,2,0,15
"",18,318,201,56,15,5,15,8,6,2,1,0,9
"",19,223,156,20,3,4,6,4,1,1,0,0,28
"",20,518,381,23,8,20,20,6,9,4,3,0,44
"",21,396,284,39,13,9,18,7,3,2,3,0,18
"",22,170,139,5,2,3,2,0,2,0,0,0,17
"",23,302,183,33,8,7,13,1,3,0,4,1,49
"",24,489,380,36,11,8,13,6,7,1,1,0,26
"",25/28,464,353,38,10,5,9,4,1,1,0,0,43
"",26,198,152,9,1,3,7,2,1,2,0,0,21
Leg. Dist. 29,,"7,677","5,652",649,164,114,238,104,91,32,51,2,580
CITY,,"70,299","50,906","6,443","1,557","1,632","2,800","1,183",882,205,738,33,"3,920"
Brighton,,,,,,,,,,,,,
"",1,511,344,65,16,15,26,11,14,1,11,0,8
"",2,325,179,80,19,6,14,7,5,2,5,0,8
"",3,434,266,87,15,5,19,13,6,3,4,0,16
"",4,437,296,62,12,9,24,6,10,0,5,1,12
"",5,446,323,63,10,8,19,5,7,0,3,0,8
"",6,599,392,125,21,10,21,9,4,2,9,0,6
"",7,390,253,74,15,14,12,9,2,0,4,0,7
"",8,456,261,143,14,3,8,12,6,1,3,0,5
"",9,407,275,59,15,8,12,11,6,2,9,0,10
"",10,487,363,76,14,2,8,6,6,0,4,0,8
"",11,525,342,92,22,11,15,20,9,0,2,1,11
Brighton,,,,,,,,,,,,,
"",12,552,399,79,17,11,20,10,6,1,3,0,6
"",13,297,197,58,8,5,9,11,4,0,2,0,3
"",14,368,253,45,3,16,18,9,8,0,8,0,8
"",15,374,241,58,19,9,13,13,8,3,2,0,8
"",16,300,152,116,15,1,2,3,1,1,2,0,7
"",17,258,205,29,4,2,3,1,2,0,0,0,12
"",18,422,298,61,10,14,13,9,6,2,5,1,3
"",19,280,191,40,14,3,13,3,3,2,8,0,3
"",20,355,226,59,15,10,16,7,3,1,3,0,15
"",21,387,252,65,15,7,16,11,8,1,3,0,9
"",22,445,304,80,17,3,11,4,10,1,3,0,12
"",23,330,244,46,13,7,7,4,0,1,1,0,7
"",24,477,330,81,19,5,16,12,4,1,2,0,7
"",25,342,236,47,7,5,24,6,5,0,4,0,8
"",26,352,219,71,19,11,11,8,2,1,4,0,6
"",27,332,227,59,12,7,11,6,4,0,2,0,4
"",28,570,388,109,13,10,21,12,4,0,3,0,10
"",29,344,215,83,17,1,5,12,2,1,5,0,3
"",30,788,600,94,12,7,21,19,8,2,2,1,22
"",31,371,261,54,6,6,18,11,4,1,2,0,8
"",32,475,322,67,12,8,21,18,7,4,7,0,9
"",33,466,328,76,8,15,11,12,4,2,3,0,7
"",34,429,273,75,18,7,20,14,10,1,6,0,5
"",35,393,280,47,15,10,14,6,2,1,6,0,12
"",36,408,245,57,17,23,10,9,7,1,19,1,19
"",37,327,238,48,8,8,10,9,3,0,1,0,2
"",38,472,309,87,16,10,15,9,9,1,1,1,14
"",39,358,232,57,22,5,15,8,6,4,1,0,8
Brighton,,,,,,,,,,,,,
"",40,711,518,95,17,9,23,20,6,4,7,0,12
"",41,627,433,92,16,15,15,19,11,2,11,0,13
"",42,143,100,17,12,2,6,2,2,1,0,1,0
"",43,479,329,91,13,10,6,9,2,0,1,0,18
"",44,175,110,25,5,7,8,5,3,1,3,0,8
"",45,332,211,75,12,6,9,9,3,0,2,0,5
"",46,254,177,42,6,3,3,5,1,0,1,0,16
Brighton,,"19,010","12,837","3,211",625,369,632,434,243,52,192,7,408
Chili,,,,,,,,,,,,,
"",1,342,181,104,27,2,7,10,2,0,5,0,4
"",2,526,189,203,45,7,20,21,4,5,6,0,26
"",3,519,252,155,37,8,15,13,6,0,14,0,19
"",4,346,166,123,29,0,6,7,3,0,3,0,9
"",5,424,227,122,31,5,10,8,1,2,6,0,12
"",6,443,201,138,40,0,13,8,7,2,8,0,26
"",7,271,171,53,12,2,13,6,2,2,3,0,7
"",8,458,216,165,38,0,10,12,2,2,1,0,12
"",9,436,221,129,32,5,19,15,3,2,2,0,8
"",10,309,130,104,36,2,10,9,2,4,4,1,7
"",11,473,232,159,27,6,13,14,4,2,7,0,9
"",12,443,249,111,29,3,16,13,2,2,3,2,13
"",13,631,304,204,45,6,11,20,5,0,10,0,26
"",14,442,206,151,41,5,11,9,2,0,3,0,14
"",15,374,175,111,31,3,12,20,5,1,5,0,11
"",16,842,408,286,65,8,25,19,3,2,4,0,22
"",17,"1,027",511,340,61,7,33,25,8,1,5,0,36
"",18,489,227,175,27,2,15,22,4,1,3,0,13
"",19,415,236,117,19,1,17,9,2,1,0,0,13
Chili,,,,,,,,,,,,,
"",20,600,339,150,36,6,22,16,4,1,7,0,19
"",21,302,169,89,15,1,10,6,1,2,1,1,7
"",22,512,296,118,30,7,25,10,2,3,9,0,12
"",23,349,167,108,23,3,18,9,0,3,1,0,17
"",24,935,478,273,63,8,27,27,5,4,4,0,46
"",25,386,234,66,20,5,19,11,4,0,6,0,21
"",26,585,254,200,48,3,21,20,6,1,11,0,21
"",27,417,212,115,29,6,19,15,4,3,1,0,13
"",28,362,197,90,26,4,10,8,2,2,2,0,21
"",29,285,143,83,24,3,8,10,2,3,3,0,6
"",30,309,155,84,23,4,19,7,3,0,5,0,9
"",31,430,232,131,23,3,15,9,5,1,2,0,9
"",32,496,237,163,36,9,17,10,1,1,5,0,17
Chili,,"15,178","7,615","4,620","1,068",134,506,418,106,53,149,4,505
Clarkson,,,,,,,,,,,,,
"",1,641,264,239,67,2,22,21,3,1,4,0,18
"",2,88,29,30,9,3,3,4,0,0,1,0,9
"",3,497,220,177,41,3,19,11,3,2,3,0,18
"",4,717,283,285,61,6,30,21,4,0,11,0,16
"",5,989,408,317,101,17,33,29,8,2,20,1,53
"",6,403,174,148,29,7,16,11,5,1,3,1,8
Clarkson,,"3,335","1,378","1,196",308,38,123,97,23,6,42,2,122
East Rochester,,,,,,,,,,,,,
"",1,489,278,117,18,6,15,21,6,2,3,0,23
"",2,402,242,83,19,6,15,10,7,1,5,0,14
"",3,372,217,84,22,9,12,8,4,1,5,0,10
"",4,369,206,92,10,7,19,11,4,0,4,0,16
"",5,365,194,77,25,5,25,14,6,1,9,0,9
East Rochester,,,,,,,,,,,,,
"",6,436,263,92,22,5,9,12,3,4,3,0,23
"",7,385,200,88,22,7,24,12,8,3,7,1,13
East Rochester,,"2,818","1,600",633,138,45,119,88,38,12,36,1,108
Gates,,,,,,,,,,,,,
"",1,271,158,62,16,2,17,6,0,1,1,0,8
"",2,359,215,80,16,2,15,9,0,1,3,0,18
"",3,385,195,96,26,8,15,12,4,1,5,0,23
"",4,411,215,105,22,1,22,10,4,2,1,0,29
"",5,442,255,111,23,2,17,11,4,0,6,0,13
"",6,433,264,97,17,8,19,10,4,0,3,0,11
"",7,816,418,253,45,3,32,19,4,1,5,1,35
"",8,306,184,72,15,5,14,3,0,1,2,0,10
"",9,469,270,121,17,5,17,9,8,0,4,0,18
"",10,234,145,50,15,1,5,9,1,0,1,1,6
"",11,302,172,75,15,0,18,4,2,2,3,0,11
"",12,282,152,67,11,5,14,5,3,1,3,0,21
"",13,446,231,127,24,3,17,9,3,0,6,0,26
"",14,327,183,74,18,1,15,11,0,2,5,0,18
"",15,648,365,165,31,7,22,18,3,0,6,0,31
"",16,316,202,72,11,1,13,4,0,1,0,0,12
"",17,403,225,101,21,2,11,13,3,0,3,1,23
"",18,455,228,125,31,3,22,7,3,2,4,0,30
"",19,364,184,111,22,6,12,8,3,0,3,0,15
"",20,364,183,113,21,2,10,19,4,0,3,0,9
"",21,351,199,96,10,2,20,8,0,2,1,0,13
"",22,300,159,72,26,4,11,7,1,3,4,0,13
"",23,378,194,108,29,5,14,12,1,1,6,0,8
"",24,677,392,164,36,4,27,18,5,0,4,0,27
Gates,,,,,,,,,,,,,
"",25,338,180,90,15,6,10,11,3,0,5,0,18
"",26,493,230,148,40,9,21,19,5,3,3,0,15
"",27,526,283,150,21,6,16,10,2,2,2,1,33
"",28,327,164,97,26,2,12,7,1,0,4,0,14
"",29,395,220,91,21,8,12,13,7,2,7,0,14
"",30,256,143,69,14,5,10,1,0,0,0,0,14
"",31,322,184,73,15,3,18,4,2,0,6,0,17
"",32,424,226,113,26,3,20,8,2,0,7,0,19
"",33,207,138,40,4,5,6,3,3,0,0,0,8
"",34,369,192,105,18,4,12,12,2,1,3,0,20
"",35,273,152,70,10,3,9,13,1,0,1,0,14
Gates,,"13,669","7,500","3,563",728,136,545,342,88,29,120,4,614
Greece,,,,,,,,,,,,,
"",1,362,157,121,30,2,14,12,4,2,7,0,13
"",2,461,208,147,45,4,23,18,2,0,2,0,12
"",3,344,190,106,16,6,9,4,2,1,2,0,8
"",4,335,183,88,24,4,9,7,4,1,3,1,11
"",5,297,179,72,10,4,13,7,0,1,3,0,8
"",6,327,177,72,18,6,10,9,6,1,6,0,22
"",7,437,241,97,21,3,18,18,3,2,8,0,26
"",8,395,197,101,22,3,18,19,4,3,4,0,24
"",9,405,227,86,24,6,22,14,3,0,3,0,20
"",10,361,191,93,17,6,23,9,3,2,6,0,11
"",11,200,110,48,7,7,9,4,2,1,3,0,9
"",12,267,139,70,17,2,11,8,6,1,2,0,11
"",13,332,186,80,21,4,17,15,1,0,1,0,7
"",14,287,153,77,20,6,10,5,5,2,1,1,7
"",15,354,176,110,26,2,11,12,4,2,1,1,9
Greece,,,,,,,,,,,,,
"",16,279,146,82,16,2,10,7,2,1,1,0,12
"",17,527,253,185,35,4,16,14,3,0,3,1,13
"",18,457,237,120,30,1,22,21,4,2,6,0,14
"",19,342,184,82,20,2,15,10,2,2,5,0,20
"",20,386,194,91,28,2,24,18,7,2,6,0,14
"",21,359,162,98,35,8,17,19,4,1,4,0,11
"",22,324,191,83,19,1,14,8,0,0,1,0,7
"",23,571,322,136,24,6,19,17,6,0,7,0,34
"",24,555,253,196,36,3,12,21,2,2,3,0,27
"",25,384,178,103,25,10,17,14,7,2,6,0,22
"",26,290,159,73,20,2,9,12,2,0,3,0,10
"",27,669,342,187,40,6,20,17,5,0,4,0,48
"",28,525,272,154,35,2,17,14,4,2,1,0,24
"",29,407,224,102,30,2,16,16,1,0,3,0,13
"",30,294,156,55,22,5,16,11,5,1,3,0,20
"",31,325,182,91,19,1,6,4,2,0,5,0,15
"",32,405,227,86,24,9,16,13,2,3,4,0,21
"",33,521,249,162,46,2,14,13,5,1,6,0,23
"",34,431,213,111,43,6,16,16,1,2,3,0,20
"",35,391,195,109,24,4,23,13,0,0,4,0,19
"",36,574,319,141,35,6,23,8,4,2,1,0,35
"",37,279,136,76,36,4,11,7,2,1,0,0,6
"",38,594,299,173,40,12,15,24,5,0,3,0,23
"",39,286,143,88,23,2,6,7,4,1,1,1,10
"",40,361,198,98,19,5,9,14,0,1,4,0,13
"",41,464,248,113,27,6,21,17,8,0,3,0,21
"",42,377,217,79,29,0,8,17,3,4,4,0,16
"",43,439,195,142,45,3,23,17,3,1,0,0,10
Greece,,,,,,,,,,,,,
"",44,580,293,174,37,2,16,15,5,2,4,0,32
"",45,689,289,263,51,2,14,26,8,1,5,0,30
"",46,304,181,47,23,4,21,10,2,0,1,0,15
"",47,411,218,95,29,4,18,16,5,4,11,0,11
"",48,302,148,82,19,4,9,11,1,1,1,0,26
"",49,294,151,90,18,2,14,9,1,0,1,0,8
"",50,388,210,98,38,2,12,12,1,0,2,0,13
"",51,268,137,86,10,5,7,10,2,0,1,0,10
"",52,532,277,148,38,6,16,17,5,3,4,0,18
"",53,444,282,77,20,3,23,14,3,1,1,0,20
"",54,488,243,160,38,4,9,14,2,2,1,0,15
"",55,316,174,73,31,1,5,11,3,0,2,0,16
"",56,490,267,127,30,7,18,15,6,1,1,0,18
"",57,420,227,115,28,3,11,10,4,1,2,0,19
"",58,530,286,145,34,4,17,18,3,1,4,0,18
"",59,365,234,51,21,7,16,8,3,1,2,0,22
"",60,368,200,105,18,6,11,6,3,5,2,0,12
"",61,437,253,104,19,3,14,9,6,2,7,0,20
"",62,540,306,135,35,5,11,12,6,0,5,0,25
"",63,477,264,117,34,3,20,9,2,3,5,0,20
"",64,347,183,103,13,4,11,6,5,0,4,1,17
"",65,385,228,112,12,3,11,8,2,0,0,0,9
"",66,234,136,53,19,1,11,4,0,0,6,1,3
"",67,379,192,110,28,4,18,11,2,1,2,0,11
"",68,491,250,133,41,4,20,14,2,1,6,1,19
"",69,276,145,68,27,5,9,10,1,0,3,0,8
"",70,"1,126",533,389,71,11,31,31,5,3,8,0,44
"",71,517,267,145,41,3,14,13,3,0,2,0,29
Greece,,,,,,,,,,,,,
"",72,600,307,173,47,6,9,14,3,3,5,0,33
"",73,266,137,78,24,2,8,6,1,0,2,0,8
"",74,438,260,88,21,7,12,20,2,1,3,0,24
"",75,353,173,104,23,4,12,9,4,1,7,0,16
"",76,327,122,138,24,0,15,12,1,3,5,0,7
"",77,480,270,135,22,4,19,2,5,2,4,0,17
"",78,310,159,89,20,1,20,10,2,2,0,0,7
"",79,788,402,242,61,1,23,26,6,2,8,0,17
"",80,548,265,173,46,5,22,10,4,0,1,0,22
"",81,269,143,91,11,0,10,7,0,0,2,0,5
"",82,514,293,104,29,19,22,17,4,0,4,0,22
"",83,278,165,70,14,2,7,6,2,0,1,1,10
"",84,501,277,123,32,3,15,18,1,4,4,0,24
"",85,532,275,140,46,5,19,20,1,0,6,1,19
"",86,517,270,174,34,1,7,8,2,2,4,0,15
"",87,381,189,112,27,2,14,11,1,1,6,0,18
"",88,425,219,119,30,2,13,19,4,1,1,0,17
"",89,351,176,98,21,3,13,13,1,1,2,0,23
"",90,535,246,156,46,4,22,16,6,1,9,0,29
"",91,735,364,233,54,1,17,28,6,2,4,0,26
"",92,687,385,161,50,5,17,18,3,3,3,0,42
"",93,591,345,139,34,4,21,12,7,2,5,0,22
"",94,484,235,145,33,4,26,18,4,0,4,0,15
"",95,326,188,82,9,5,9,11,3,0,4,0,15
"",96,538,321,127,29,3,15,13,3,3,7,0,17
"",97,744,374,229,55,5,25,16,1,4,4,0,31
"",98,764,383,230,34,9,42,28,8,2,3,2,23
"",99,485,198,172,45,1,20,18,2,1,2,1,25
Greece,,,,,,,,,,,,,
"",100,653,335,193,42,5,24,14,3,2,2,0,33
"",101,283,140,92,17,2,8,10,1,0,1,0,12
"",102,674,337,190,48,3,31,22,5,1,6,0,31
"",103,503,250,169,34,1,12,15,5,1,5,0,11
